Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Huang, B., Liu, W., Wang, T., Li, X., Song, H., Liu, A.","57202329121;56166123400;55866537800;36509118600;57204656785;55925848400;","Deployment Optimization of Data Centers in Vehicular Networks",2019,"IEEE Access","7",, 8635469,"20644","20663",,23,"10.1109/ACCESS.2019.2897615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062733246&doi=10.1109%2fACCESS.2019.2897615&partnerID=40&md5=9633bcd65528512a7edcfc00a66f9ac6",Article,"Final",Open Access,Scopus,2-s2.0-85062733246
"Gonzalez, R.A., Ferro, R.E., Liberona, D.","57198087423;16174917900;55363698200;","Government and governance in intelligent cities, smart transportation study case in Bogotá Colombia",2019,"Ain Shams Engineering Journal",,,,"","",,,"10.1016/j.asej.2019.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070901967&doi=10.1016%2fj.asej.2019.05.002&partnerID=40&md5=f075f48b4db7fb6c5f76d07e69b5c6e3",Article,"Article in Press",Open Access,Scopus,2-s2.0-85070901967
"Jeba, N., Sudha, V.","57205565884;57205557321;","A comprehensive survey on waste management and its challenges",2019,"International Journal of Recent Technology and Engineering","7","4",,"311","313",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060547112&partnerID=40&md5=847acde8946c4240653deb1d1bfa4152",Article,"Final",,Scopus,2-s2.0-85060547112
"Jesús, R.J., Anastacio, A.-H., Cristhian, T.-M., Omar, P.-V., René, R.M., Heberto, F.-M.","57211200272;57211202109;57211200190;57211202900;57211200412;57188967945;","How to improve the IoT security implementing IDS/IPS tool using Raspberry Pi 3B+",2019,"International Journal of Advanced Computer Science and Applications","10","9",,"399","405",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072970597&partnerID=40&md5=97c84845aae24d606dc8cbcbee75b005",Article,"Final",,Scopus,2-s2.0-85072970597
"Weaver, D.B., Moyle, B.D.","57202164193;36440163600;","‘Tourist stupidity’ as a basic characteristic of ‘smart tourism’: challenges for destination planning and management",2019,"Tourism Recreation Research","44","3",,"387","391",,,"10.1080/02508281.2019.1637611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068703001&doi=10.1080%2f02508281.2019.1637611&partnerID=40&md5=dd6012e0cd2a0666cf3d78635ec7f1af",Article,"Final",,Scopus,2-s2.0-85068703001
"Wu, S., Mao, W., Liu, C., Tang, T., Rong, B.","57206910969;57206378503;57202310607;57209834742;8314948600;","Dynamic traffic prediction with adaptive sampling for 5G HetNet IoT applications",2019,"Wireless Communications and Mobile Computing","2019",, 4687272,"","",,,"10.1155/2019/4687272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068829123&doi=10.1155%2f2019%2f4687272&partnerID=40&md5=a8b6ca8541de9cc8f8489138f20f9004",Article,"Final",Open Access,Scopus,2-s2.0-85068829123
"Gessa, A., Sancha, P.","57211459114;56374307800;","Environmental Open Data in Urban Platforms: An Approach to the Big Data Life Cycle",2019,"Journal of Urban Technology",,,,"","",,,"10.1080/10630732.2019.1656934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074052265&doi=10.1080%2f10630732.2019.1656934&partnerID=40&md5=155d82b2d18793d29b8981ae3a446448",Article,"Article in Press",,Scopus,2-s2.0-85074052265
"Laso, J., García-Herrero, I., Margallo, M., Bala, A., Fullana-I-Palmer, P., Irabien, A., Aldaco, R.","55502006900;56221922300;36680290500;24340703100;57205193404;7003361364;8855450500;","LCA-based comparison of two organic fraction municipal solid waste collection systems in historical centres in Spain",2019,"Energies","12","7", 1407,"","",,3,"10.3390/en12071407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065329590&doi=10.3390%2fen12071407&partnerID=40&md5=d8bc4210a1c0664ae7612f0fba8063bb",Article,"Final",Open Access,Scopus,2-s2.0-85065329590
"Shahid, H., Riaz, M.A., Amin, Y., Akram, A., Loo, J., Tenhunen, H.","57191420746;57193455906;16030439100;12790854600;36652697900;7005566901;","Novel QR-incorporated chipless RFID tag",2019,"IEICE Electronics Express","16","5", 20180843,"","",,,"10.1587/elex.16.20180843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065544475&doi=10.1587%2felex.16.20180843&partnerID=40&md5=ce5d44debe9c311ef36ba75635fe611b",Article,"Final",Open Access,Scopus,2-s2.0-85065544475
"Fataniya, B., Sood, A., Poddar, D., Shah, D.","55657640400;57211399086;57211388482;57194781586;","Implementation of iot based waste segregation and collection system",2019,"International Journal of Electronics and Telecommunications","65","4",,"579","584",,,"10.24425/ijet.2019.129816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073740789&doi=10.24425%2fijet.2019.129816&partnerID=40&md5=10b43c181e9afe45af891cb41ab241df",Article,"Final",,Scopus,2-s2.0-85073740789
"El-Kholei, A.O., Yassine, G.","57201428632;57211853412;","The mirage of smart sustainable cities in the Arab region",2019,"Open House International","44","1",,"8","16",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075156034&partnerID=40&md5=1c55f749d9564663d6a07ed48bf23f2e",Article,"Final",,Scopus,2-s2.0-85075156034
"Karunakar, B.","57207685576;","Sustainable development: An Indian perspective",2019,"International Journal of Pluralism and Economics Education","10","1",,"61","68",,,"10.1504/IJPEE.2019.098190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062710928&doi=10.1504%2fIJPEE.2019.098190&partnerID=40&md5=28a74c448c43c1d13e20f6e56c37b989",Review,"Final",,Scopus,2-s2.0-85062710928
"He, Z., You, L., Liu, R.W., Yang, F., Ma, J., Xiong, N.","57198644854;55809852100;56780768100;57208853204;57205916834;35231569200;","A Cloud-Based Real Time Polluted Gas Spread Simulation Approach on Virtual Reality Networking",2019,"IEEE Access","7",, 8620206,"22532","22540",,,"10.1109/ACCESS.2019.2893919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062822225&doi=10.1109%2fACCESS.2019.2893919&partnerID=40&md5=7ccdeebb8a18ac677607fb6eda8fb997",Article,"Final",Open Access,Scopus,2-s2.0-85062822225
"Kaivonen, S., Ngai, E.C.-H.","57210790583;7003298971;","Real-time air pollution monitoring with sensors on city bus",2019,"Digital Communications and Networks",,,,"","",,,"10.1016/j.dcan.2019.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071418367&doi=10.1016%2fj.dcan.2019.03.003&partnerID=40&md5=6c6cff1d3f746630d9093152d83a20ba",Article,"Article in Press",Open Access,Scopus,2-s2.0-85071418367
"Streitz, N., Charitos, D., Kaptein, M., Böhlen, M.","6603608191;6603310093;23392867700;55884351400;","Grand challenges for ambient intelligence and implications for design contexts and smart societies",2019,"Journal of Ambient Intelligence and Smart Environments","11","1",,"87","107",,5,"10.3233/AIS-180507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060941496&doi=10.3233%2fAIS-180507&partnerID=40&md5=16fa5cb78497d5eb9aad6b3e73c47743",Article,"Final",Open Access,Scopus,2-s2.0-85060941496
"Krejcar, O., Maresova, P., Selamat, A., Melero, F.J., Barakovic, S., Husic, J.B., Herrera-Viedma, E., Frischer, R., Kuca, K.","14719632500;35622548500;24468984100;57211429618;35317092100;55601474300;7004240703;35746047000;9745735500;","Smart Furniture as a Component of a Smart City-Definition Based on Key Technologies Specification",2019,"IEEE Access","7",, 8758623,"94822","94839",,1,"10.1109/ACCESS.2019.2927778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072722278&doi=10.1109%2fACCESS.2019.2927778&partnerID=40&md5=3359d3175481e15f164c810bf431019d",Article,"Final",Open Access,Scopus,2-s2.0-85072722278
"Poulton, M., Noulas, A., Weston, D., Roussos, G.","56022578100;50162301700;23981228700;6602699769;","Modeling Metropolitan-Area Ambulance Mobility under Blue Light Conditions",2019,"IEEE Access","7",, 8581402,"1390","1403",,2,"10.1109/ACCESS.2018.2886852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058877673&doi=10.1109%2fACCESS.2018.2886852&partnerID=40&md5=4ed34aa882c4866498a10488f942ae8e",Article,"Final",Open Access,Scopus,2-s2.0-85058877673
"Pilehvar, M.S., Shadmand, M.B., Mirafzal, B.","57204971384;54403917500;6507701377;","Analysis of Smart Loads in Nanogrids",2019,"IEEE Access","7",, 8567897,"548","562",,,"10.1109/ACCESS.2018.2885557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058191105&doi=10.1109%2fACCESS.2018.2885557&partnerID=40&md5=4f467454dc2fa580428506d82f4db903",Article,"Final",Open Access,Scopus,2-s2.0-85058191105
"Salameh, O., Awad, M., AbuAlrub, M.A.F.","49964479300;56856525900;57208656999;","A Markovian model for Internet of Things application",2019,"International Journal of Computer Networks and Communications","11","2",,"113","124",,,"10.5121/ijcnc.2019.11208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063369665&doi=10.5121%2fijcnc.2019.11208&partnerID=40&md5=b828a93963b2bd76278828888ef9d44a",Article,"Final",Open Access,Scopus,2-s2.0-85063369665
"Gao, J., Zheng, D., Yang, S.","57194329832;7202567119;35319285900;","Sensing the disturbed rhythm of city mobility with chaotic measures: anomaly awareness from traffic flows",2019,"Journal of Ambient Intelligence and Humanized Computing",,,,"","",,1,"10.1007/s12652-019-01338-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068168802&doi=10.1007%2fs12652-019-01338-7&partnerID=40&md5=3d801ac6ef84788aec73d49d39d9e454",Article,"Article in Press",,Scopus,2-s2.0-85068168802
"Rammer, C., Kinne, J., Blind, K.","6603215914;57200553140;55962748200;","Knowledge proximity and firm innovation: A microgeographic analysis for Berlin",2019,"Urban Studies",,,,"","",,,"10.1177/0042098018820241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062456946&doi=10.1177%2f0042098018820241&partnerID=40&md5=bd18268e934443fcdeb6255c531cdc12",Article,"Article in Press",,Scopus,2-s2.0-85062456946
"Alirezaei, E., Parsa, S., Vahedi, Z.","55386835400;57204511344;14030942400;","Predictive analytics of hyper-connected collaborative network",2019,"International Journal of Business Data Communications and Networking","15","1",,"17","33",,,"10.4018/IJBDCN.2019010102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055890902&doi=10.4018%2fIJBDCN.2019010102&partnerID=40&md5=c5b208e121b317973ed5b0d2baa3e254",Article,"Final",,Scopus,2-s2.0-85055890902
"Ganesh Gopal, D., Asha Jerlin, M., Abirami, M.","57210556090;55808596900;57192645068;","A smart parking system using IoT",2019,"World Review of Entrepreneurship, Management and Sustainable Development","15","3",,"335","345",,,"10.1504/WREMSD.2019.099409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065121327&doi=10.1504%2fWREMSD.2019.099409&partnerID=40&md5=3a3c6067852aadc03588decc8dec2309",Article,"Final",,Scopus,2-s2.0-85065121327
"Yuan, X., Elhoseny, M.","57209844765;57148260400;","Intelligent data aggregation inspired paradigm and approaches in IoT applications",2019,"Journal of Intelligent and Fuzzy Systems","37","1",,"3","7",,,"10.3233/JIFS-179057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069471062&doi=10.3233%2fJIFS-179057&partnerID=40&md5=8327502bcb69c35b4be9d1dc52510d9a",Review,"Final",Open Access,Scopus,2-s2.0-85069471062
"Ebrahimpour, Z., Wan, W., Cervantes, O., Luo, T., Ullah, H.","57207984670;57211968944;6602855313;57207988237;57211943974;","Comparison of main approaches for extracting behavior features from crowd flow analysis",2019,"ISPRS International Journal of Geo-Information","8","10", 440,"","",,,"10.3390/ijgi8100440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075514844&doi=10.3390%2fijgi8100440&partnerID=40&md5=a83a2c140fe76469db31f00963a67412",Review,"Final",Open Access,Scopus,2-s2.0-85075514844
"Kalloniatis, C., Kavroudakis, D., Polidoropoulou, A., Gritzalis, S.","8935567300;54966735900;57204784812;6701410579;","Designing privacy-aware intelligent transport systems: A roadmap for identifying the major privacy concepts",2019,"International Journal of Applied Geospatial Research","10","1",,"73","91",,,"10.4018/IJAGR.2019010104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057173624&doi=10.4018%2fIJAGR.2019010104&partnerID=40&md5=c6e76bc16e4e7ff7f6e2779ff99f86e0",Article,"Final",,Scopus,2-s2.0-85057173624
"Croft, P.J.","7102709843;","Environmental hazards: A coverage response approach",2019,"Future Internet","11","3", 72,"","",,,"10.3390/fi11030072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063570286&doi=10.3390%2ffi11030072&partnerID=40&md5=0239df9ca081ae514865bfc610210941",Article,"Final",Open Access,Scopus,2-s2.0-85063570286
"Sola, A., Corchero, C., Salom, J., Sanmarti, M.","57204649771;35218817800;55504227300;15136659800;","Multi-domain urban-scale energy modelling tools: A review",2019,"Sustainable Cities and Society",,, 101872,"","",,,"10.1016/j.scs.2019.101872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074407144&doi=10.1016%2fj.scs.2019.101872&partnerID=40&md5=1dfcbf51be137d0919d309b19c1851e2",Review,"Article in Press",Open Access,Scopus,2-s2.0-85074407144
"Abdullah, A.G., Pambudi, R.L., Purnama, W., Nandiyanto, A.B.D., Triawan, F., Aziz, M.","36808946900;57211322573;57190061377;17435010200;50662259100;56436934500;","Redesigning street-lighting system using led and hps luminaires for better energy-saving application",2019,"Journal of Engineering Science and Technology","14","4",,"2140","2151",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073442258&partnerID=40&md5=05094436dc611a9b30b2b82520767ed5",Article,"Final",,Scopus,2-s2.0-85073442258
"Ouldzira, H., Mouhsen, A., Lagraini, H., Chhiba, M., Tabyaoui, A., Amrane, S.","57209297142;55039430000;57202865237;57191969067;6506730355;56288806700;","Remote monitoring of an object using a wireless sensor network based on NODEMCU ESP8266",2019,"Indonesian Journal of Electrical Engineering and Computer Science","16","3",,"1154","1162",,1,"10.11591/ijeecs.v16.i3.pp1154-1162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071682787&doi=10.11591%2fijeecs.v16.i3.pp1154-1162&partnerID=40&md5=08a5a07c05ea7881a7dceced583eda73",Article,"Final",,Scopus,2-s2.0-85071682787
"Pauksztat, A., Saliger, R., Boyanov, N.","57210590401;57210590683;57142422300;","Residential Energy Supply Concept with Integration of Renewable Energies and Energy Storage",2019,"Chemical Engineering and Technology","42","9",,"1907","1913",,,"10.1002/ceat.201800634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071056380&doi=10.1002%2fceat.201800634&partnerID=40&md5=4ffdf1250af3cd6df55bd409dfc2264b",Article,"Final",,Scopus,2-s2.0-85071056380
"Agarwal, C., Akshay, S., Vijay, P.","57210926156;57210931049;57210932181;","Intelligent system based on pollution intensity",2019,"Journal of Advanced Research in Dynamical and Control Systems","11","5 Special Issue",,"2152","2161",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071952056&partnerID=40&md5=efd9a7d4842b182f0253ee8cafc5a000",Article,"Final",,Scopus,2-s2.0-85071952056
"Forlano, L.","55645518100;","Stabilizing/destabilizing the driverless city: Speculative futures and autonomous vehicles",2019,"International Journal of Communication","13",,,"2811","2838",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068103738&partnerID=40&md5=af808179a29553fd49fc66b314ba032b",Article,"Final",,Scopus,2-s2.0-85068103738
"Hamidi, S.R., Muhamad Yusof, M.A., Shuhidan, S.M., Kadir, S.A.","55328804700;57211743448;41762434600;57201297656;","Ir4.0: Unmanned store apps",2019,"Indonesian Journal of Electrical Engineering and Computer Science","17","3",,"1540","1547",,,"10.11591/ijeecs.v17.i3.pp1540-1547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074953422&doi=10.11591%2fijeecs.v17.i3.pp1540-1547&partnerID=40&md5=a7fa5b5b44f1bd1731cefe43a077a96c",Article,"Final",,Scopus,2-s2.0-85074953422
"Fiergbor, D.D.","57210559238;","Block chain technology in fund management",2019,"Communications in Computer and Information Science","899",,,"310","319",,,"10.1007/978-981-13-2035-4_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070907746&doi=10.1007%2f978-981-13-2035-4_27&partnerID=40&md5=0dbe2aa9ff54c4be121c9624b8de549c",Article,"Final",,Scopus,2-s2.0-85070907746
"Elokhov, A.M., Alexandrova, T.V., Prudsky, V.G.","56670378300;57204456832;57190430545;","The research on territorial disproportions in russian economy digital transformation model",2019,"Espacios","40","25",,"","",14,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071184045&partnerID=40&md5=c12db24864e714f96ab94a7a7018dbe3",Article,"Final",,Scopus,2-s2.0-85071184045
"Zhou, Z., Shao, C., Zheng, H., Zhou, H., Yang, X., Lou, X., Li, J., Hui, G., Zhao, Z.","57206908381;57202188123;57202201367;57207400030;57205208180;57189524194;56800087400;14630466500;10739299900;","Simulating study on RHCRP protocol in utility tunnel WSN",2019,"Wireless Networks",,,,"","",,,"10.1007/s11276-019-02038-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066798241&doi=10.1007%2fs11276-019-02038-y&partnerID=40&md5=3c68ab5d0f4c443e65747e23da8b8d3c",Article,"Article in Press",,Scopus,2-s2.0-85066798241
"Nabeel, N., Habaebi, M.H., Mustapha, N.A.C., Islam, M.R.","57210344865;6602298043;56027626800;55353037200;","IoT light weight (LWT) crypto functions",2019,"International Journal of Interactive Mobile Technologies","13","4",,"117","129",,,"10.3991/IJIM.V13I04.10524","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070419798&doi=10.3991%2fIJIM.V13I04.10524&partnerID=40&md5=245c858c4530d2e4af67ef22246533e6",Article,"Final",Open Access,Scopus,2-s2.0-85070419798
"Halim, Z., Khan, A., Sulaiman, M., Anwar, S., Nawaz, M.","24437954200;57211943401;57211938416;56940078900;7006603499;","On finding optimum commuting path in a road network: A computational approach for smart city traveling",2019,"Transactions on Emerging Telecommunications Technologies",,, e3786,"","",,,"10.1002/ett.3786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075480953&doi=10.1002%2fett.3786&partnerID=40&md5=34df1842f8fba161ba0961d81edf678c",Article,"Article in Press",,Scopus,2-s2.0-85075480953
"Hong, Z.","57209980457;","Multi-factor urban geological survey standardization construction system",2019,"Northwestern Geology","52","2",,"53","62",,,"10.19751/j.cnki.61-1149/p.2019.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069192019&doi=10.19751%2fj.cnki.61-1149%2fp.2019.02.006&partnerID=40&md5=575eaf841468fa0613ceffbe64d5a9ff",Article,"Final",,Scopus,2-s2.0-85069192019
"Halvorsen, J., Waite, J., Hahn, A.","57210599084;57210601357;36625254200;","Evaluating the observability of network security monitoring strategies with tomato",2019,"IEEE Access","7",, 8788508,"108304","108315",,,"10.1109/ACCESS.2019.2933415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071080939&doi=10.1109%2fACCESS.2019.2933415&partnerID=40&md5=b21aae4d5d9d60a50915db19b5ffea2e",Article,"Final",Open Access,Scopus,2-s2.0-85071080939
